"state_fips","county_fips","pop1996","pop1997","pop1998","pop1999","state","county","pop2000","pop2001","pop2002","pop2003","pop2004","pop2005","pop2006","pop2007","pop2008","pop2009","pop2010","pop2011","pop2012","pop2013","pop2014","pop2015","pop2016","pop2017","pop2018","pop2019"
21,217,22708,22867,22981,22942,"Kentucky","Taylor",22917,22961,23373,23409,23554,23767,23980,24093,24253,24420,24673,24991,25069,25159,25360,25586,25441,25544,25514,25769
21,219,11193,11198,11263,11289,"Kentucky","Todd",11943,12015,11946,11860,11773,11850,11950,12007,12157,12253,12432,12428,12618,12475,12429,12447,12357,12177,12306,12294
21,221,11859,12142,12409,12593,"Kentucky","Trigg",12633,12683,12689,12724,13017,13088,13131,13329,13315,13290,14322,14214,14410,14300,14131,14218,14302,14418,14658,14651
21,223,7234,7300,7685,7926,"Kentucky","Trimble",8175,8413,8549,8641,8847,8807,8893,8966,9026,8958,8812,8814,8844,8805,8722,8733,8596,8521,8468,8471
21,225,16489,16537,16546,16499,"Kentucky","Union",15601,15566,15596,15542,15610,15419,15293,15042,15047,14990,15276,15262,15082,15061,15072,14951,14765,14620,14471,14381
21,227,85471,86522,87310,87683,"Kentucky","Warren",92822,93771,94777,96487,97872,100057,102668,104485,106591,108669,114341,115862,117389,119575,121394,124122,126419,129074,130750,132896
21,229,10734,10820,10892,11047,"Kentucky","Washington",10915,10980,11115,11175,11198,11258,11360,11524,11424,11257,11695,11690,11821,11849,11901,12007,12109,11880,12023,12095
21,23,8252,8348,8419,8478,"Kentucky","Bracken",8277,8360,8450,8439,8662,8614,8581,8607,8637,8653,8513,8510,8462,8423,8359,8290,8368,8285,8278,8303
21,231,18595,18772,19056,19190,"Kentucky","Wayne",19985,19961,20069,20315,20417,20435,20449,20577,20668,20748,20850,20901,20824,20782,20618,20609,20728,20628,20430,20333
21,233,13475,13536,13537,13460,"Kentucky","Webster",14113,13964,14002,13924,13980,14009,13879,13884,13666,13706,13579,13528,13460,13357,13184,13155,13181,13012,13051,12942
21,235,35437,35598,35827,36130,"Kentucky","Whitley",35970,36444,36669,36975,37321,37688,37860,38282,38643,38813,35718,35854,35768,35870,35833,36109,36108,36074,36101,36264
21,237,7306,7286,7383,7507,"Kentucky","Wolfe",7095,6912,6937,6945,6945,7039,7071,7123,7066,7099,7361,7362,7194,7279,7252,7241,7189,7248,7199,7157
21,239,22045,22319,22731,22773,"Kentucky","Woodford",23267,23349,23451,23610,23775,24030,24253,24367,24772,24986,25040,24944,25117,25345,25586,25860,26118,26385,26491,26734
21,25,15513,15661,15728,15771,"Kentucky","Breathitt",16061,15912,15772,15689,15746,15729,15656,15595,15652,15575,13857,13789,13612,13527,13366,13363,13177,12929,12787,12630
21,27,16918,17307,17455,17728,"Kentucky","Breckinridge",18678,18741,18834,18900,18913,19052,18957,19074,19144,19057,20043,20272,20074,20042,19883,19979,19982,20131,20309,20477
21,29,57087,57897,59344,60955,"Kentucky","Bullitt",61633,63202,64823,66566,68927,71114,72398,73737,74736,75653,74500,75195,75902,76878,78023,78677,79222,80269,81009,81676
21,3,15883,16183,16567,16854,"Kentucky","Allen",17810,17853,18034,18143,18315,18425,18687,18856,19047,18982,20037,20176,20232,20316,20493,20660,20721,20903,21122,21315
21,31,11657,11780,11932,12019,"Kentucky","Butler",13039,13138,13149,13217,13383,13304,13402,13294,13358,13329,12735,12718,12738,12704,12736,12734,12686,12778,12743,12879
21,33,13254,13346,13335,13366,"Kentucky","Caldwell",13039,12846,12792,12779,12744,12769,12769,12816,12884,12870,13010,13027,12992,12887,12848,12748,12634,12666,12716,12747
21,35,32599,33181,33422,33293,"Kentucky","Calloway",34171,34396,34404,34718,35087,35477,35988,36161,36204,36348,37348,37667,38046,38425,38452,38656,38733,38832,38964,39001
21,37,87089,87517,87301,87203,"Kentucky","Campbell",88659,88689,88292,87774,87366,87273,87133,87302,87413,88423,90623,91241,91246,91423,91971,92124,92257,92878,93464,93584
21,39,5346,5366,5337,5386,"Kentucky","Carlisle",5342,5319,5319,5275,5290,5249,5255,5156,5156,5209,5083,5034,5027,4959,4961,4852,4783,4788,4739,4760
21,41,9486,9596,9624,9775,"Kentucky","Carroll",10162,10162,10270,10310,10304,10420,10425,10498,10636,10703,10806,10994,10874,10838,10738,10682,10614,10714,10712,10631
21,43,26250,26537,26900,27106,"Kentucky","Carter",26867,26908,27094,27231,27168,27306,27367,27316,27040,26771,27746,27627,27637,27600,27517,27439,27304,27214,27040,26797
21,45,14457,14529,14788,14908,"Kentucky","Casey",15481,15631,15801,15857,16003,16115,16224,16294,16400,16498,15984,15911,16024,16011,15782,15749,15775,15818,15926,16159
21,47,73160,73283,72436,71941,"Kentucky","Christian",72414,74763,76031,77171,77737,78098,78459,80944,79690,80938,74130,73464,74892,73612,73282,73075,71796,71024,70712,70461
21,49,31488,31642,31941,32457,"Kentucky","Clark",33223,33443,33522,33825,34245,34653,35169,35656,35767,36159,35603,35434,35685,35550,35622,35660,35851,35899,36180,36263
21,5,17738,18059,18501,18807,"Kentucky","Anderson",19184,19459,19434,19657,19908,20220,20800,21334,21468,21790,21470,21564,21694,21747,21868,21920,22191,22545,22641,22747
21,51,22589,22547,22760,22780,"Kentucky","Clay",24503,24480,24488,24300,24118,23955,23885,23685,23805,23629,21660,21591,21518,21186,21081,20974,20626,20251,20088,19901
21,53,9256,9270,9347,9464,"Kentucky","Clinton",9629,9598,9572,9538,9505,9457,9376,9474,9507,9403,10244,10158,10270,10175,10203,10183,10200,10212,10152,10218
21,55,9417,9421,9587,9556,"Kentucky","Crittenden",9404,9284,9168,9157,9025,9011,9111,9095,9214,9110,9297,9249,9220,9178,9175,9168,9131,8999,8896,8806
21,57,6931,6861,6848,6876,"Kentucky","Cumberland",7163,7130,7115,7076,7092,6947,6933,6814,6762,6706,6864,6870,6855,6790,6722,6737,6731,6710,6693,6614
21,59,90679,90851,90973,91179,"Kentucky","Daviess",91607,91605,91639,92144,92352,92614,93270,93974,94621,95394,96704,97159,97840,98294,98441,99485,100032,100461,100883,101511
21,61,10995,11184,11347,11595,"Kentucky","Edmonson",11654,11753,11771,11794,11797,11939,11892,11949,11997,11926,12228,12229,12091,12058,12007,11991,12076,12226,12249,12150
21,63,6560,6557,6593,6533,"Kentucky","Elliott",6781,6715,6724,6808,6774,7525,8010,8172,8665,9083,7843,7782,7633,7551,7532,7548,7491,7493,7499,7517
21,65,15501,15421,15581,15506,"Kentucky","Estill",15309,15316,15234,15063,14980,14861,14888,14893,14899,14859,14713,14654,14503,14482,14441,14373,14315,14178,14150,14106
21,67,238817,239568,241697,243785,"Kentucky","Fayette",261189,264544,266953,271441,274581,278313,283324,287263,292240,296545,296848,301696,305947,309865,311784,315819,319644,321964,322426,323152
21,69,13125,13202,13478,13605,"Kentucky","Fleming",13856,14077,14168,14363,14446,14483,14487,14659,14722,14667,14400,14483,14525,14536,14476,14578,14481,14439,14485,14581
21,7,8263,8396,8489,8516,"Kentucky","Ballard",8300,8218,8151,8230,8217,8238,8169,8138,8200,8161,8260,8269,8285,8252,8188,8216,8046,8018,7992,7888
21,71,43530,43341,43324,43266,"Kentucky","Floyd",42380,42148,42216,42077,42111,42045,41878,42029,41975,41899,39930,39752,39126,38474,37998,37531,36968,36296,35896,35589
21,73,46047,46251,46501,46588,"Kentucky","Franklin",47848,48115,48179,48079,48338,48377,48428,48540,49017,48968,49253,49313,49453,49478,49725,50070,50292,50492,50801,50991
21,75,7747,7621,7548,7451,"Kentucky","Fulton",7697,7758,7569,7431,7276,7089,6867,6862,6958,6814,6807,6747,6564,6389,6266,6266,6185,6163,6066,5969
21,77,6429,6787,7182,7437,"Kentucky","Gallatin",7884,7984,7833,7990,7977,8040,8030,8076,8101,8202,8612,8619,8552,8578,8636,8613,8719,8720,8766,8869
21,79,13246,13604,13920,14333,"Kentucky","Garrard",14862,15119,15546,15831,15995,16376,16672,16990,17020,17085,16941,16868,17006,16992,16972,17207,17382,17449,17519,17666
21,81,19338,19800,20314,20805,"Kentucky","Grant",22545,23106,23518,23893,24212,24421,24766,25161,25548,25542,24677,24765,24521,24565,24829,24736,24910,24973,25065,25069
21,83,35535,35643,35966,36254,"Kentucky","Graves",37083,36994,36980,37168,37144,37353,37373,37562,37573,37719,37262,37613,37566,37406,37583,37248,37217,37190,37319,37266
21,85,22864,23273,23736,23828,"Kentucky","Grayson",24116,24173,24216,24594,24884,25075,25166,25312,25466,25581,25786,25752,25792,25948,26066,26138,26093,26286,26293,26427
21,87,10544,10557,10565,10595,"Kentucky","Green",11549,11600,11589,11609,11467,11473,11530,11518,11533,11510,11230,11191,11277,11154,11017,10951,10969,11036,10998,10941
21,89,37157,37109,36970,36732,"Kentucky","Greenup",36832,36896,36780,36929,36916,36946,37342,37508,37771,38020,36885,36841,36686,36483,36303,36006,35824,35514,35332,35098
21,9,36240,36670,36971,37355,"Kentucky","Barren",38118,38463,38599,38981,39371,40022,40510,41068,41419,41747,42116,42321,42607,42937,43034,43546,43763,43746,44115,44249
21,91,8704,8867,8963,8977,"Kentucky","Hancock",8422,8437,8440,8440,8414,8540,8585,8591,8652,8635,8551,8588,8642,8626,8681,8641,8723,8778,8738,8722
21,93,89245,89857,90576,91567,"Kentucky","Hardin",94295,94729,95071,95349,95582,96842,97092,98064,98795,99770,106950,107497,108198,108969,108483,106272,106964,108161,110279,110958
21,95,35474,35274,34820,34273,"Kentucky","Harlan",32999,32413,32326,31807,31275,31076,31063,31075,30825,30956,29222,29129,28681,28489,28014,27506,26996,26676,26309,26010
21,97,17111,17253,17542,17666,"Kentucky","Harrison",18025,18012,17992,18122,18156,18208,18352,18585,18717,18794,18810,18689,18622,18571,18636,18641,18569,18735,18780,18886
21,99,16328,16519,16723,16864,"Kentucky","Hart",17532,17307,17604,17780,17876,18108,18194,18289,18451,18396,18188,18289,18401,18464,18512,18421,18541,18745,18902,19035
28,1,34489,34522,34141,33657,"Mississippi","Adams",34214,33748,33362,32917,32037,31741,32110,31618,31182,30722,32574,32435,32191,32111,32072,31561,31569,31462,31044,30693
28,101,21390,21480,21597,21741,"Mississippi","Newton",21851,21855,21706,21802,21884,22022,22317,22562,22545,22568,21659,21419,21495,21518,21706,21569,21461,21396,21355,21018
28,103,12400,12381,12413,12497,"Mississippi","Noxubee",12543,12438,12307,12134,12045,11951,11849,11853,11785,11631,11482,11295,11153,11055,11067,10942,10879,10711,10550,10417
28,105,39137,39700,39635,39765,"Mississippi","Oktibbeha",43041,42826,42387,42223,42143,42443,43203,43891,44070,44544,47723,47764,48822,49105,49061,49510,49534,49678,49249,49587
28,107,32573,32838,33326,33913,"Mississippi","Panola",34412,34490,34762,34828,34911,34928,34994,35210,35362,35245,34640,34475,34425,34395,34450,34202,34241,34158,34156,34192
28,109,44325,45653,46833,47969,"Mississippi","Pearl",48766,49353,50052,50475,51258,51764,56057,57113,57770,57860,55693,55441,54999,54833,55121,54944,55037,55255,55323,55535
28,11,40872,40561,40185,39826,"Mississippi","Bolivar",40470,40062,39207,38824,38260,37567,37614,37384,36997,36766,34106,33807,33997,33979,33818,33230,32549,31718,31115,30628
28,111,11751,11863,11858,12039,"Mississippi","Perry",12176,12169,12213,12200,12164,11999,11988,12197,12214,12035,12234,12151,11996,12009,12053,12071,12056,12014,11918,11973
28,113,37883,37945,37835,37910,"Mississippi","Pike",38982,38695,38653,38497,38505,38633,39908,39776,39878,39834,40441,40433,40089,39939,39948,39890,39592,39510,39380,39288
28,115,24424,24781,25307,25685,"Mississippi","Pontotoc",26776,27073,27191,27689,27938,28166,28656,28809,28994,29248,30047,29773,30295,30667,30783,30857,31470,31709,31881,32174
28,117,23975,24249,24356,24497,"Mississippi","Prentiss",25592,25453,25484,25643,25598,25653,25518,25481,25611,25709,25225,25359,25354,25467,25405,25440,25405,25215,25088,25126
28,119,9871,9826,9858,9780,"Mississippi","Quitman",10055,9960,9851,9567,9531,9283,9060,8782,8587,8391,8158,8056,7803,7818,7690,7511,7368,7208,7055,6792
28,121,103821,106927,109600,112348,"Mississippi","Rankin",116172,118950,121329,124368,128027,131367,135365,138249,140982,143124,142515,144207,145809,147321,148426,149447,151514,152904,154250,155271
28,123,25191,25091,25015,24911,"Mississippi","Scott",28408,28489,28260,28568,28681,28843,29035,29209,29259,29341,28335,28377,28355,28328,28543,28432,28351,28436,28319,28124
28,125,6781,6620,6602,6543,"Mississippi","Sharkey",6538,6362,6287,6186,6019,5912,5752,5489,5492,5420,4886,4875,4786,4677,4611,4563,4513,4415,4375,4321
28,127,25224,25180,25295,25375,"Mississippi","Simpson",27656,27438,27727,27507,27534,27841,27903,27823,28027,27920,27526,27405,27424,27531,27512,27169,26992,26905,26717,26658
28,129,15047,15179,15268,15431,"Mississippi","Smith",16187,16119,15941,15851,15830,15951,15965,15938,15766,15826,16498,16527,16337,16229,16210,16079,15949,16073,16029,15916
28,13,14876,14989,14891,14891,"Mississippi","Calhoun",15052,14949,14815,14737,14644,14531,14616,14602,14494,14422,14968,14905,14829,14708,14699,14639,14553,14508,14432,14361
28,131,12641,12836,13225,13488,"Mississippi","Stone",13688,14068,14017,14138,14313,14715,15408,15586,16340,16619,17907,17901,18051,17960,18089,18271,18183,18593,17997,18336
28,133,35310,34349,33537,33257,"Mississippi","Sunflower",34232,33954,33520,33187,32053,31349,30985,30962,30116,29610,28981,28521,28407,27906,27405,26877,26493,26142,26211,25110
28,135,14990,14911,14787,14587,"Mississippi","Tallahatchie",14866,14632,14388,14185,14018,13826,13481,13162,12897,12638,15339,15312,15013,14942,14685,14582,14342,14094,13961,13809
28,137,22978,23572,23973,24417,"Mississippi","Tate",25442,25504,25502,25727,26077,26313,26680,26906,27204,27337,28987,28742,28526,28347,28248,28465,28306,28581,28347,28321
28,139,20671,20942,21016,21069,"Mississippi","Tippah",20863,20871,20915,20981,21013,21221,21319,21456,21538,21661,22184,22038,21911,21999,21972,22018,22063,21953,22039,22015
28,141,18420,18573,18660,18742,"Mississippi","Tishomingo",19159,18964,19030,18889,18907,18932,19069,19186,19081,19034,19629,19635,19618,19504,19427,19481,19442,19518,19383,19383
28,143,8030,8065,8041,7935,"Mississippi","Tunica",9220,9358,9719,9988,10021,10165,10413,10491,10526,10436,10765,10590,10438,10454,10496,10264,10139,9984,9922,9632
28,145,23124,23566,23861,24121,"Mississippi","Union",25514,25708,25795,26043,26186,26658,26854,26822,27100,27263,27151,27315,27349,27771,28157,28311,28308,28486,28615,28815
28,147,14306,14313,14391,14211,"Mississippi","Walthall",15102,15099,14958,14988,15021,14972,15458,15368,15432,15291,15396,15372,15068,14852,14842,14601,14556,14505,14436,14286
28,149,48962,49210,49357,49148,"Mississippi","Warren",49581,49247,49029,48793,48904,48604,49164,48893,48145,48175,48834,48318,48215,48289,47941,47481,46958,46682,46093,45381
28,15,9953,10030,9989,9967,"Mississippi","Carroll",10773,10659,10488,10437,10384,10261,10266,10327,10373,10278,10602,10435,10400,10323,10235,10203,10186,10094,9920,9947
28,151,65882,65528,65173,64265,"Mississippi","Washington",62685,61654,60359,59160,58230,57626,56390,55482,54941,54616,51097,50455,50019,49661,49008,47959,47183,46197,45036,43909
28,153,19911,20132,20297,20637,"Mississippi","Wayne",21196,21142,21142,21011,20940,20884,20972,21136,20814,20654,20772,20618,20616,20461,20456,20497,20460,20430,20296,20183
28,155,10434,10453,10585,10633,"Mississippi","Webster",10287,10259,10154,9950,9925,9810,9810,9783,9914,9852,10268,10192,10088,9947,9995,9873,9758,9732,9788,9689
28,157,9259,9213,9158,9042,"Mississippi","Wilkinson",10291,10268,10272,10294,10208,10149,10328,10216,10164,10143,9863,9583,9458,9340,9187,9089,9020,8855,8781,8630
28,159,19400,19377,19286,19253,"Mississippi","Winston",20166,20061,19902,19850,19788,19654,19606,19701,19447,19309,19203,19044,18977,18757,18601,18447,18340,18237,18164,17955
28,161,12245,12291,12416,12627,"Mississippi","Yalobusha",13161,13404,13372,13408,13376,13487,13572,13740,13658,13773,12626,12518,12390,12377,12306,12458,12461,12449,12361,12108
28,163,25181,25376,25500,25208,"Mississippi","Yazoo",28128,27770,27677,27804,27788,27839,28740,28609,28311,27981,28134,28277,28330,27995,27800,27411,27972,28659,29093,29690
28,17,18256,18244,18039,18121,"Mississippi","Chickasaw",19408,19452,19306,19268,19232,19088,18919,18869,18759,18683,17440,17500,17502,17384,17404,17395,17224,17144,17100,17103
28,19,9302,9301,9401,9366,"Mississippi","Choctaw",9748,9611,9583,9517,9335,9267,9172,8999,9067,9023,8572,8450,8428,8461,8388,8372,8299,8240,8265,8210
28,21,11643,11605,11513,11596,"Mississippi","Claiborne",11823,11677,11543,11252,11256,11272,11026,10685,10813,10755,9581,9780,9353,9143,9167,9209,9152,9026,9072,8988
28,23,17859,18033,18239,18445,"Mississippi","Clarke",17937,17797,17690,17562,17507,17321,17438,17366,17335,17207,16727,16695,16529,16417,16276,16022,15896,15805,15585,15541
28,25,21629,21563,21622,21657,"Mississippi","Clay",21972,21797,21839,21362,21394,21104,20986,20876,20716,20722,20560,20496,20397,20355,20146,20005,19854,19621,19404,19316
28,27,31623,31471,31277,31094,"Mississippi","Coahoma",30550,30275,29846,29295,28828,28265,27915,27553,27184,26936,26106,25851,25616,25182,24840,24500,23834,23214,22605,22124
28,29,28532,28864,28827,28892,"Mississippi","Copiah",28761,28828,28698,28953,28989,28909,29256,29265,29228,29094,29434,29278,29047,28941,28977,28865,28647,28528,28400,28065
28,3,32593,32801,32755,33080,"Mississippi","Alcorn",34606,34652,34746,34706,34961,35075,35433,35758,35825,35822,37107,37282,37209,37281,37254,37276,37246,37165,36810,36953
28,31,17376,17521,17723,17889,"Mississippi","Covington",19460,19467,19700,20004,20072,20028,20212,20302,20489,20544,19577,19485,19443,19208,19151,19243,19174,19014,18825,18636
28,33,87744,92291,97110,102131,"Mississippi","DeSoto",108666,113263,118344,123889,130177,136134,144272,149693,155156,158719,161778,164075,166426,168370,170760,173271,175721,179005,181932,184945
28,35,73166,73634,74484,74927,"Mississippi","Forrest",72814,73240,73550,74305,74832,75726,77480,79131,79836,81078,74941,75790,76412,76584,75822,75593,75564,75155,74912,74897
28,37,8219,8280,8287,8160,"Mississippi","Franklin",8451,8342,8203,8235,8301,8194,8249,8329,8338,8324,8110,7984,7901,7876,7775,7729,7709,7754,7758,7713
28,39,18496,18994,19600,20185,"Mississippi","George",19195,19462,19855,20252,20449,20856,21565,22030,22500,22681,22655,22856,22915,23213,23321,23378,23645,23951,24110,24500
28,41,11744,12344,12745,12630,"Mississippi","Greene",13305,13212,13234,13289,13109,13133,13013,13697,14301,14352,14389,14323,14333,14288,14340,13549,13566,13529,13996,13586
28,43,22311,22418,22408,22450,"Mississippi","Grenada",23191,23041,22936,22755,22680,22726,23035,23112,23093,23046,21835,21603,21614,21529,21596,21444,21219,21037,20984,20758
28,45,38364,39330,40271,41518,"Mississippi","Hancock",43272,43847,44437,44839,45451,46097,38383,39740,40493,40962,44089,44744,45263,45522,45980,46305,46643,46949,47278,47632
28,47,175255,176300,177194,178567,"Mississippi","Harrison",189878,190270,191366,191012,194621,195843,171890,176257,179322,181191,187859,191070,193540,196134,198340,200674,202504,204966,206284,208080
28,49,249218,247525,247262,245737,"Mississippi","Hinds",250600,249440,248675,248460,249469,248970,250889,248959,247463,247631,245720,248205,247997,246250,245291,244216,242176,239929,235824,231840
28,5,13537,13669,13852,13906,"Mississippi","Amite",13578,13510,13420,13406,13307,13345,13512,13327,13243,13038,13138,13142,12939,12856,12605,12553,12433,12448,12327,12297
28,51,21377,21450,21513,21562,"Mississippi","Holmes",21588,21387,21183,20820,20761,20597,20570,20429,20521,20290,19405,19081,18919,18802,18510,18367,18017,17849,17444,17010
28,53,11414,11333,11318,11214,"Mississippi","Humphreys",11134,11036,10682,10473,10362,10156,10052,9923,9986,9809,9334,9315,9211,8963,8793,8705,8588,8333,8256,8064
28,55,1637,1636,1636,1635,"Mississippi","Issaquena",2267,2175,2053,2019,1897,1817,1752,1667,1655,1612,1386,1388,1396,1406,1387,1337,1326,1341,1307,1327
28,57,21067,21043,21093,21085,"Mississippi","Itawamba",22848,22827,22771,22932,22893,23014,22944,22976,23095,23000,23419,23269,23299,23373,23397,23543,23416,23499,23461,23390
28,59,127854,129000,130799,133120,"Mississippi","Jackson",131839,132563,132464,132826,134187,134474,128190,130971,132010,132922,139469,140029,139949,140324,141432,141354,141535,142246,143127,143617
28,61,17412,17569,17666,18110,"Mississippi","Jasper",18131,18317,18218,18057,18012,17811,17921,17954,18092,17940,17018,16862,16564,16496,16536,16554,16588,16574,16425,16383
28,63,8455,8489,8451,8385,"Mississippi","Jefferson",9704,9622,9555,9335,9292,9089,8969,8982,8889,8928,7721,7595,7679,7655,7579,7503,7312,7227,7093,6990
28,65,13934,13905,13815,13770,"Mississippi","Jefferson",13870,13643,13421,13227,12917,12835,12895,12713,12617,12543,12462,12161,12067,11944,11815,11632,11436,11284,11215,11128
28,67,63204,63444,63616,63054,"Mississippi","Jones",64999,64863,64931,64976,65363,65915,66380,66850,67466,67776,67809,67927,68419,68954,68396,68629,68473,68364,68196,68098
28,69,10443,10429,10573,10487,"Mississippi","Kemper",10426,10591,10434,10389,10345,10200,10100,9994,9863,9833,10449,10289,10389,10294,10222,10111,10035,10093,9733,9742
28,7,18469,18439,18325,18338,"Mississippi","Attala",19643,19627,19585,19501,19364,19298,19466,19569,19700,19755,19485,19385,19145,19110,18820,18665,18551,18467,18328,18174
28,71,33856,34454,34756,34914,"Mississippi","Lafayette",38764,39122,39543,40669,40984,41316,42845,43302,43688,43975,47568,48403,50221,51565,52032,52736,53476,54178,53542,54019
28,73,34722,35845,37041,38127,"Mississippi","Lamar",39335,39954,40931,41616,42875,44164,45888,47551,48950,49980,56104,57375,58143,59170,60153,60966,61364,61536,62637,63343
28,75,76804,76616,76107,75978,"Mississippi","Lauderdale",78082,77509,77606,77680,77321,77151,76955,77974,78653,79099,80396,80648,80259,80228,79266,78348,77376,76309,75238,74125
28,77,12859,12914,12999,13066,"Mississippi","Lawrence",13281,13319,13241,13308,13281,13243,13218,13248,13275,13308,12928,12748,12688,12597,12623,12691,12812,12629,12448,12586
28,79,19314,19359,19437,19602,"Mississippi","Leake",20931,21456,21691,21961,22214,22421,22622,22763,22970,23132,23738,23256,23195,23267,23181,22777,22789,22819,22791,22786
28,81,73064,73711,74621,75211,"Mississippi","Lee",75960,76573,76764,77343,77726,78213,79279,80116,80974,81913,82880,84033,84798,84970,84763,84740,84837,85071,85276,85436
28,83,37273,37511,37241,36816,"Mississippi","Leflore",37833,37045,36439,35134,35777,35284,35139,35090,35090,34563,32418,32065,30793,30746,30707,30241,29779,29292,28616,28183
28,85,31416,31641,31859,32105,"Mississippi","Lincoln",33149,33164,33295,33344,33418,33645,34137,34313,34650,34830,34896,34871,34846,34725,34733,34522,34375,34340,34210,34153
28,87,60998,61254,61045,60527,"Mississippi","Lowndes",61503,60971,60689,60228,59942,59481,59606,59525,59225,59658,59796,59615,59604,59803,59804,59697,59549,59147,58760,58595
28,89,68332,70883,72879,74562,"Mississippi","Madison",75063,76526,77994,79780,81976,84406,87251,89505,91494,93097,95538,96956,98059,99485,100841,102453,103852,104584,105648,106272
28,9,8013,8035,8086,8091,"Mississippi","Benton",8024,7919,7835,7819,7808,7876,7955,7992,8086,7981,8694,8715,8644,8493,8295,8155,8247,8255,8243,8259
28,91,26078,26312,26404,26538,"Mississippi","Marion",25586,25268,25144,25145,25139,25069,25463,25650,25719,25732,26992,26672,26326,26055,25674,25412,25106,25108,24752,24573
28,93,32186,32133,32170,32323,"Mississippi","Marshall",35050,35043,35253,35595,35508,35733,35968,36496,36875,36900,37062,36756,36551,36457,36173,35891,35785,35590,35436,35294
28,95,37770,38077,38105,38230,"Mississippi","Monroe",38001,37992,37642,37538,37481,37200,37152,37054,37135,36905,36922,36606,36409,36148,36055,35823,35897,35851,35543,35252
28,97,12383,12445,12402,12394,"Mississippi","Montgomery",12124,12077,11891,11729,11611,11597,11596,11485,11251,11129,10898,10775,10604,10579,10363,10195,10235,10143,9994,9775
28,99,26997,27189,27502,27639,"Mississippi","Neshoba",28715,28490,28644,29024,29421,29698,29767,29871,30106,30302,29695,29757,29742,29533,29460,29481,29473,29435,29151,29118
37,1,116365,118079,119657,121100,"North Carolina","Alamance",131521,133497,135314,136018,137653,139280,141472,144824,147910,150358,151431,152692,153265,154162,155384,157037,160283,163276,166514,169509
37,101,98362,102074,106559,110850,"North Carolina","Johnston",123309,127686,132422,136034,140601,145097,150592,156916,163311,168525,169678,172446,174383,177227,180710,185104,190843,196374,202692,209339
37,103,9411,9431,9363,9320,"North Carolina","Jones",10380,10290,10172,10018,10161,10075,10001,10031,9960,10071,10143,10060,10071,10007,9851,9777,9588,9573,9613,9419
37,105,47182,48176,49199,49452,"North Carolina","Lee",49434,51202,51724,52894,54417,55441,56704,57836,59135,60477,57877,58531,59240,59762,59401,59371,59646,60403,61208,61779
37,107,59016,58951,58877,58842,"North Carolina","Lenoir",59497,58999,58526,58027,57611,57385,57053,56657,56674,56387,59488,59411,59114,58732,58255,57981,57240,56622,55990,55949
37,109,56252,57191,58046,58895,"North Carolina","Lincoln",64107,65153,66046,66878,67543,68967,71049,72838,74742,76043,78134,78297,78729,79111,79446,80607,81229,82557,84092,86111
37,11,15519,15642,15711,15844,"North Carolina","Avery",17328,17703,17808,17805,17859,17843,17994,17831,17915,17932,17799,17770,17611,17654,17650,17486,17442,17517,17528,17557
37,111,38518,39449,40058,40565,"North Carolina","McDowell",42248,42676,42679,42856,42927,43113,43328,43593,43912,43988,45102,45053,44999,45021,45007,44967,44866,45083,45465,45756
37,113,27013,27733,28281,28906,"North Carolina","Macon",29964,30364,30753,31049,31407,31708,32306,32685,33102,33233,33959,33887,33806,33738,33824,34090,34262,34581,35274,35858
37,115,18281,18428,18776,18906,"North Carolina","Madison",19698,19837,19853,19794,19889,19973,20108,20242,20370,20442,20777,20845,20882,21147,21187,21146,21367,21563,21665,21755
37,117,26288,26331,26157,26133,"North Carolina","Martin",25494,25150,24904,24690,24425,24049,23991,23629,23487,23337,24506,24186,23845,23637,23435,23262,23122,22763,22660,22440
37,119,596256,614209,630813,648400,"North Carolina","Mecklenburg",700786,720968,737512,755018,774432,800486,833791,865573,892456,913639,923242,943823,967063,990677,1010229,1033238,1056901,1078128,1093750,1110356
37,121,14761,14754,14794,14763,"North Carolina","Mitchell",15723,15850,15844,15800,15888,15806,15628,15693,15691,15634,15512,15356,15330,15282,15174,15071,14996,14992,14996,14964
37,123,23932,23909,24124,24323,"North Carolina","Montgomery",26925,26972,27028,27225,27051,27102,27262,27464,27707,27745,27729,27706,27522,27446,27283,27438,27301,27269,27077,27173
37,125,68509,70030,71349,72885,"North Carolina","Moore",75195,76311,77579,78409,79482,80790,82718,84703,86031,87158,88594,89262,90191,91366,92816,94013,95405,97368,98805,100880
37,127,87683,89654,90879,92369,"North Carolina","Nash",87707,88222,88716,89242,89935,90434,91588,93178,94125,94743,95786,95740,95187,94421,94200,93786,93953,94019,94094,94298
37,129,143716,146917,149837,150895,"North Carolina","New",160842,163874,167101,170309,176075,182408,187051,190074,192698,195085,203284,205966,209045,212921,215963,219422,224809,228728,232256,234473
37,13,43966,44213,44518,45150,"North Carolina","Beaufort",44997,45014,45026,45080,45161,45463,45891,45853,46343,46414,47822,47675,47431,47382,47339,47389,47369,47033,47056,46994
37,131,21264,21325,21330,21234,"North Carolina","Northampton",22054,21854,21636,21421,21068,21018,20744,20697,20459,20136,22039,21916,21285,20856,20652,20533,20127,19890,19698,19483
37,133,142991,141437,143376,142480,"North Carolina","Onslow",149774,149659,153280,156018,161242,158942,161054,163613,169233,173064,186892,184993,190678,192354,191822,193114,192314,195066,196915,197938
