"state_fips","county_fips","pop1996","pop1997","pop1998","pop1999","state","county","pop2000","pop2001","pop2002","pop2003","pop2004","pop2005","pop2006","pop2007","pop2008","pop2009","pop2010","pop2011","pop2012","pop2013","pop2014","pop2015","pop2016","pop2017","pop2018","pop2019"
37,135,106658,108462,109905,111533,"North Carolina","Orange",116049,118263,116943,117575,117883,119632,122084,124729,126985,129083,133981,134825,137817,139397,140321,141298,142800,143626,147980,148476
37,137,12154,12152,12310,12314,"North Carolina","Pamlico",12934,12784,12773,12673,12526,12580,12493,12426,12430,12422,13109,13244,13019,12880,12872,12741,12765,12638,12633,12726
37,139,34340,35227,35589,35629,"North Carolina","Pasquotank",34905,34908,35516,36060,36967,38264,39563,40821,41442,41578,40626,40266,40378,39548,39436,39384,39392,39386,39583,39824
37,141,36489,37919,39367,40293,"North Carolina","Pender",41229,41713,42565,43160,44408,45813,47894,49719,51234,52378,52415,53175,53714,54779,55900,57426,58771,60719,62017,63060
37,143,10965,11075,11194,11294,"North Carolina","Perquimans",11393,11457,11470,11509,11562,11783,12098,12446,12772,12734,13480,13498,13587,13634,13538,13463,13402,13439,13381,13463
37,145,32687,33161,33609,33856,"North Carolina","Person",35746,35901,36384,36532,36627,36963,37077,37298,37501,37667,39411,39520,39175,39239,39114,39190,39270,39338,39436,39490
37,147,122000,124418,126630,127960,"North Carolina","Pitt",134130,135818,137693,139406,141544,144176,148341,152148,155935,159057,168863,170791,172980,174380,174974,176071,177171,178607,179575,180742
37,149,16336,16697,16731,16893,"North Carolina","Polk",18399,18544,18642,18650,18773,18859,19050,19138,19232,19255,20475,20288,20249,20388,20367,20414,20414,20564,20668,20724
37,15,20570,20489,20405,20392,"North Carolina","Bertie",19715,19572,19388,19238,19151,18985,18677,19461,19466,19345,21245,20858,20494,20326,20316,20162,19423,19263,19106,18947
37,151,117166,119396,121375,123410,"North Carolina","Randolph",131018,132192,133166,134221,134988,136568,138217,139318,140963,142151,141985,141858,142270,142308,142474,142575,143062,143037,143249,143667
37,153,45820,45890,45985,45718,"North Carolina","Richmond",46545,46328,46501,46116,45963,45982,45817,45940,46028,45970,46635,46651,46359,46133,45771,45429,45012,44827,44888,44829
37,155,113060,114395,115675,116597,"North Carolina","Robeson",123356,123573,123945,124463,124561,125885,126509,127782,128696,129559,134493,135183,135462,135136,134931,134460,133383,132626,131884,130625
37,157,89166,89741,90056,90287,"North Carolina","Rockingham",91999,92049,92421,92199,91652,91692,91933,92045,92114,92252,93661,93284,92691,91896,91790,91657,91308,90791,90617,91010
37,159,121661,123687,125057,126585,"North Carolina","Rowan",130686,132178,133347,133261,133116,133644,135418,137337,139739,140798,138331,137805,137511,137690,138080,138497,139410,140356,141128,142088
37,161,59691,60255,60917,61507,"North Carolina","Rutherford",62962,63155,62969,63042,62819,62779,63033,63103,63436,63415,67740,67416,67215,66847,66561,66375,66286,66529,66775,67029
37,163,50745,51690,52367,52812,"North Carolina","Sampson",60302,60714,61024,61481,61775,62138,62599,63094,63437,63713,63532,63514,63708,63898,63796,63559,63225,63263,63345,63531
37,165,35459,35527,35712,35882,"North Carolina","Scotland",36008,35939,35527,35489,36479,36403,36366,36427,36480,36292,36062,36275,36093,35911,35656,35321,35309,35174,34751,34823
37,167,54679,55500,55836,56547,"North Carolina","Stanly",58255,58596,58512,58433,58252,58434,58585,59183,59685,59794,60579,60530,60462,60633,60618,60622,60826,61505,62180,62806
37,169,41904,42624,43275,43894,"North Carolina","Stokes",44832,44878,44827,44896,45176,45422,45839,46031,46140,46150,47344,47142,46731,46514,46323,46159,45920,45724,45511,45591
37,17,30156,30624,30822,30919,"North Carolina","Bladen",32240,32430,32235,32285,32575,32542,32445,32320,32411,32343,35181,34880,34807,34618,34361,34083,33638,33443,33151,32722
37,171,65575,66364,67251,67940,"North Carolina","Surry",71294,71657,71900,71981,71672,71857,71965,72126,72388,72496,73775,73496,73295,72643,72487,71998,72008,72107,71959,71783
37,173,12030,12164,12265,12341,"North Carolina","Swain",13031,12983,13017,13071,13076,13261,13447,13345,13377,13404,14006,14007,14053,13977,14238,14326,14190,14263,14249,14271
37,175,27529,27882,28453,28853,"North Carolina","Transylvania",29342,29267,29378,29164,29228,29430,29684,29958,30155,30203,33085,32807,32835,32827,32952,33157,33393,33767,34173,34385
37,177,3803,3755,4005,3940,"North Carolina","Tyrrell",4120,4123,4155,4225,4139,4097,4121,4159,4104,4078,4415,4337,4122,4104,4120,4139,4024,4180,4115,4016
37,179,102347,105965,110188,115144,"North Carolina","Union",125577,131562,138218,144016,151198,160555,172182,184479,193400,198645,202109,204888,208069,212200,217689,221949,226279,231350,235830,239859
37,181,41101,41612,42058,42496,"North Carolina","Vance",43123,43655,43537,43247,43066,42871,43067,42950,42990,43056,45289,45288,45093,44491,44517,44459,44485,44281,44635,44535
37,183,533325,551790,570353,586940,"North Carolina","Wake",633517,659127,680443,701347,723095,753828,792940,831746,868068,897214,906870,928787,952060,974198,997788,1022319,1048335,1071706,1091273,1111761
37,185,17931,18119,18768,18848,"North Carolina","Warren",19991,19960,19832,19805,19792,19773,19484,19514,19530,19425,20987,20998,20764,20600,20385,20207,19884,19849,19819,19731
37,187,13883,13718,13527,13443,"North Carolina","Washington",13686,13527,13366,13367,13209,13178,13034,12873,12959,12851,13119,12904,12662,12669,12476,12247,12070,11944,11769,11580
37,189,40350,40718,40904,41419,"North Carolina","Watauga",42808,43246,43413,43343,43187,43471,44227,44584,45421,45479,50972,51626,52062,52295,52395,53093,54140,55181,56034,56177
37,19,63032,65844,68445,71214,"North Carolina","Brunswick",73756,76147,78520,80880,83666,88221,94430,99724,104122,107062,108069,110185,112013,114922,118305,122211,126304,130859,136880,142820
37,191,111700,111958,111853,111711,"North Carolina","Wayne",113297,112952,112804,112777,113569,113221,112697,113300,113419,113811,122886,124038,124559,124587,124586,124342,124269,123034,123237,123131
37,193,61853,62305,62755,63640,"North Carolina","Wilkes",65778,66330,66518,66577,66311,66405,66467,66662,66725,66555,69264,68948,68906,68609,68414,68298,68581,68489,68563,68412
37,195,67501,67806,68242,68801,"North Carolina","Wilson",73933,73931,74662,74837,75024,75414,75746,76622,77692,78353,81294,81155,81396,81189,81007,81240,81307,81436,81392,81801
37,197,34001,34500,34892,35245,"North Carolina","Yadkin",36513,36775,37162,37092,36988,37240,37458,37489,37701,37713,38433,38342,38144,38063,37846,37619,37653,37588,37481,37667
37,199,16257,16470,16590,16860,"North Carolina","Yancey",17784,17869,17845,17840,17933,18039,18155,18399,18539,18548,17805,17690,17624,17549,17542,17550,17610,17697,17873,18069
37,21,190812,192524,194456,196274,"North Carolina","Buncombe",206991,208464,210717,213210,215867,218684,223012,226823,229373,231452,238738,241172,243655,246807,249084,251954,254955,257071,259259,261191
37,23,80714,81688,82357,83101,"North Carolina","Burke",89325,89285,89031,88889,88653,88574,88704,88827,89282,89548,90580,90542,89974,89354,89296,89341,89451,90157,90405,90485
37,25,113092,116249,120319,124844,"North Carolina","Cabarrus",132225,136191,139411,142476,144956,148682,155159,162740,168559,172223,178562,181175,184340,187240,191680,196396,201639,206988,211597,216453
37,27,74571,75496,75911,76429,"North Carolina","Caldwell",77606,78145,78512,78596,78370,78736,79042,79357,79862,79914,83022,82451,82081,82048,81667,81518,81766,81933,82026,82178
37,29,6512,6698,6812,6866,"North Carolina","Camden",6922,7081,7382,7852,8346,8893,9194,9427,9632,9730,10009,10024,10003,10116,10278,10282,10397,10532,10676,10867
37,3,30098,30639,31291,31984,"North Carolina","Alexander",33674,33986,34368,34579,35189,35606,36031,36389,36586,36777,37233,37026,36922,37012,36987,36960,37133,37143,37331,37497
37,31,58381,59345,59803,60031,"North Carolina","Carteret",59383,59705,60121,60838,61711,62273,63269,63334,63547,64423,66700,67418,67770,68388,68629,68712,68808,68921,69438,69473
37,33,21409,22107,22254,22436,"North Carolina","Caswell",23550,23518,23576,23522,23396,23320,23392,23233,23189,23004,23750,23456,23042,23093,22807,22813,22755,22616,22634,22604
37,35,128567,130316,132400,134307,"North Carolina","Catawba",142515,145405,146272,146841,148664,150673,152949,155532,157507,159125,154730,154459,154693,154965,155085,155527,156448,157852,158687,159551
37,37,43950,44899,45581,46503,"North Carolina","Chatham",49721,51646,54173,55516,56866,57849,59836,61391,63373,64772,63845,64109,64527,65243,66669,68263,69642,71189,73127,74470
37,39,21844,22273,22745,23173,"North Carolina","Cherokee",24372,24530,24670,24893,25195,25489,26153,26507,26561,26307,27435,27180,27034,27125,27078,27102,27809,27954,28369,28612
37,41,14129,14162,14207,14309,"North Carolina","Chowan",14118,14153,14241,14219,14284,14352,14584,14738,14688,14784,14738,14807,14695,14668,14502,14248,14201,14029,14065,13943
37,43,8072,8327,8570,8745,"North Carolina","Clay",8817,9057,9220,9350,9476,9694,9939,10154,10301,10333,10608,10686,10654,10597,10566,10623,10749,11004,11124,11231
37,45,91158,91988,93064,94024,"North Carolina","Cleveland",96461,97096,97435,97638,97649,97400,97640,98307,99034,99274,97917,97442,97317,96873,97009,96850,96960,97134,97519,97947
37,47,51884,52388,52739,52946,"North Carolina","Columbus",54713,54533,54445,54155,54016,53762,53968,54007,54293,54221,57992,57705,57534,57080,56883,56675,56292,56047,55819,55508
37,49,86671,88001,88814,89391,"North Carolina","Craven",91654,93175,92744,94122,94035,95124,96321,96571,97401,98529,104171,104831,105319,104285,104055,102853,102632,102492,102338,102139
37,5,9776,9745,9808,9850,"North Carolina","Alleghany",10687,10750,10736,10749,10751,10713,10860,10963,11025,10964,11137,11016,10943,10903,10891,10856,10919,10988,11138,11137
37,51,283666,285599,284224,283650,"North Carolina","Cumberland",303033,303502,306619,310213,310921,305097,306865,308724,310686,315207,327197,330503,329985,332997,332364,331203,333167,330994,333430,335509
37,53,16709,17206,17789,18305,"North Carolina","Currituck",18286,18749,19466,20548,21802,22857,23461,23869,24160,24216,23674,23906,24025,24253,24820,25106,25640,26290,27016,27763
37,55,26822,27901,28812,29640,"North Carolina","Dare",30176,30908,32034,32885,33454,33659,33856,34019,34052,34296,33982,34156,34383,34810,34894,35468,35829,36199,36607,37009
37,57,137063,139119,141132,142852,"North Carolina","Davidson",147664,149217,150395,151385,152324,153081,154470,156042,157991,158582,162840,162923,163040,163295,163383,163486,164270,165180,166358,167609
37,59,30265,31151,31998,32693,"North Carolina","Davie",35061,35958,36538,36963,37686,38722,39742,40517,41082,41420,41254,41335,41281,41435,41259,41648,41921,42308,42563,42846
37,61,42539,42830,43126,43379,"North Carolina","Duplin",49189,49828,50342,50641,51021,51245,51973,52371,53025,53177,58666,59216,59449,59328,59432,58883,59275,58943,58991,58741
37,63,196804,199887,202311,204097,"North Carolina","Durham",224635,229542,234451,236753,239939,243674,249253,255800,263048,269706,271357,276563,282659,288723,295137,300793,307826,312153,316979,321488
37,65,55965,55642,55010,54659,"North Carolina","Edgecombe",55338,55121,54643,54223,53786,53392,52944,52341,52399,51853,56619,56050,55675,55422,54866,53743,53283,52756,51984,51472
37,67,283706,285958,287689,288810,"North Carolina","Forsyth",307007,312250,316853,320417,325151,331522,339994,347960,355140,359638,351374,354524,357598,360594,364439,367365,371260,375840,379216,382295
37,69,42722,43585,44577,45612,"North Carolina","Franklin",47610,48789,50623,51932,53094,54232,55447,57209,59029,60088,60835,60946,61405,62074,62691,63668,64676,66155,67625,69685
37,7,24267,24304,24390,24238,"North Carolina","Anson",25310,25315,25265,25066,25465,25461,25314,25194,25189,25056,26852,26512,26309,25957,25965,25602,25165,24829,24470,24446
37,71,181794,182984,183856,185169,"North Carolina","Gaston",190796,191811,192564,192306,192663,194759,197833,202364,206833,208958,206114,206886,207903,209212,210545,212919,216622,219656,222630,224529
37,73,9879,9955,10150,10180,"North Carolina","Gates",10496,10506,10545,10676,10715,11081,11441,11737,11746,11768,12165,12043,11890,11703,11633,11531,11569,11514,11563,11562
37,75,7601,7633,7596,7609,"North Carolina","Graham",7992,7966,8021,7938,7998,7940,7982,7915,7980,8001,8867,8811,8707,8719,8621,8588,8531,8524,8461,8441
37,77,41437,42099,43802,44546,"North Carolina","Granville",48844,50046,51660,52362,52610,53251,54117,56256,57087,57639,57673,57503,57557,57762,57995,58162,58684,59372,59979,60443
37,79,17605,18003,18384,18537,"North Carolina","Greene",19026,19188,19376,19617,19827,19757,20266,20676,20654,20658,21258,21514,21191,21011,21012,20950,21078,20963,21106,21069
37,81,378436,382352,387633,391380,"North Carolina","Guilford",422519,428132,431224,434703,438384,445378,455432,464924,474108,480362,489618,494953,500514,506400,512233,517053,524265,528243,532607,537174
37,83,56839,56530,56313,55832,"North Carolina","Halifax",57238,56695,56345,56048,55694,55477,55259,55178,55094,54582,54470,54114,53732,53187,52833,52182,51815,51311,50634,50010
37,85,78703,80675,82414,84501,"North Carolina","Harnett",91414,93552,96526,98292,100220,102715,105318,108606,112025,115761,115753,119178,122204,125028,126685,128034,130674,132395,134336,135976
37,87,50270,51010,51494,52002,"North Carolina","Haywood",54107,54559,54912,55340,55804,55828,56192,56671,56875,57109,58932,58726,58640,58962,59132,59646,60405,61005,61890,62317
37,89,78249,79905,81205,82264,"North Carolina","Henderson",89696,91010,92328,93562,94860,96369,98606,100636,102383,103669,106891,107370,107768,108879,110258,111847,113583,115216,116500,117417
37,9,23710,23888,24042,24284,"North Carolina","Ashe",24449,24599,24747,24854,25088,25100,25249,25485,25691,25812,27228,26986,26924,26840,26764,26628,26600,26787,27099,27203
37,91,22196,22143,21989,21937,"North Carolina","Hertford",22948,23051,23680,23366,23269,23280,23204,23278,23357,23283,24764,24718,24600,24575,24582,24373,24209,23923,23878,23677
37,93,28584,29318,30348,31324,"North Carolina","Hoke",33860,34623,35785,36700,38127,39752,41207,42293,43648,45148,47496,49468,50483,51155,51586,52739,52981,54138,54695,55234
37,95,5382,5451,5854,5828,"North Carolina","Hyde",5828,5670,5702,5540,5433,5390,5224,5194,5260,5211,5811,5798,5689,5654,5600,5426,5434,5240,5026,4937
37,97,106202,109216,113522,117519,"North Carolina","Iredell",123617,127141,130315,132950,136282,140142,146380,151442,155613,158153,159778,161037,162670,164582,166498,169453,172466,175634,178332,181806
37,99,29394,29651,29967,30260,"North Carolina","Jackson",33274,33619,34063,34883,35465,35682,36428,36447,36789,36891,40368,40240,40636,41001,40920,41305,42622,43224,43600,43938
45,1,24317,24441,24641,24681,"South Carolina","Abbeville",26226,26287,26202,26104,25965,25644,25440,25318,25236,25098,25328,25081,25019,24899,24795,24796,24657,24567,24587,24527
45,11,21503,21767,21821,21784,"South Carolina","Barnwell",23446,23395,23199,23256,23043,23038,22969,22977,22896,22688,22638,22460,22357,22210,22024,21781,21606,21355,21121,20866
45,13,104997,107208,110089,112973,"South Carolina","Beaufort",122077,124794,128547,131014,134926,139458,144190,147970,152164,155215,162829,164032,167415,170962,175040,179796,183184,186497,188876,192122
45,15,131844,134039,137591,142300,"South Carolina","Berkeley",143131,144568,145904,147785,150720,152092,158007,163455,169586,173498,179480,183778,189603,194031,198295,203066,208525,214541,221182,227907
45,17,13530,13798,14074,14236,"South Carolina","Calhoun",15224,15261,15139,15121,14981,14874,14817,14778,14642,14621,15097,15095,14870,14989,14845,14759,14744,14696,14563,14553
45,19,306600,313478,316606,319921,"South Carolina","Charleston",311047,314506,320050,325336,333122,337584,341425,344506,349778,355276,350940,357335,364628,371703,379793,389310,396880,402008,406222,411406
45,21,47914,48572,49223,50074,"South Carolina","Cherokee",52665,52990,53333,53266,53427,53522,53860,54151,54629,54714,55535,55705,55822,56056,56351,56512,56683,56913,57069,57300
45,23,33410,33784,34355,34927,"South Carolina","Chester",34111,33938,33873,33606,33240,32887,32658,32645,32732,32410,33163,32883,32703,32737,32441,32410,32297,32299,32304,32244
45,25,40313,40666,41069,41531,"South Carolina","Chesterfield",42836,42888,42990,42843,42700,42713,42658,42901,43072,43037,46614,46499,46068,46116,46143,46135,46120,45979,45881,45650
45,27,30384,30708,30767,30901,"South Carolina","Clarendon",32536,32703,32694,32667,32762,32747,32772,32704,33104,32988,34948,34710,34326,34260,34214,34029,34259,34012,33742,33745
45,29,36749,37088,37350,37659,"South Carolina","Colleton",38333,38427,38606,38729,38895,38990,38911,39146,39349,39246,38887,38449,38105,37664,37528,37439,37579,37555,37676,37677
45,3,132409,133270,134008,135401,"South Carolina","Aiken",142726,143405,144706,145941,147589,148684,150834,153098,154601,156017,160552,161594,162922,163702,164215,165688,167172,168325,169449,170872
45,31,65274,65738,66334,66488,"South Carolina","Darlington",67441,67553,67697,67559,67099,66889,66906,66751,66863,66445,68522,68168,68056,67808,67647,67520,67259,66981,66759,66618
45,33,29523,29548,29705,29718,"South Carolina","Dillon",30675,30881,30791,30771,30817,30711,30748,30735,30778,30912,32078,31750,31530,31411,31296,31141,30719,30496,30612,30479
45,35,84256,86496,88035,90582,"South Carolina","Dorchester",96697,98413,100589,103418,106254,111753,118187,124023,127830,130417,137030,140149,142608,145538,148748,152809,156173,158988,160718,162809
45,37,19598,19722,20006,19989,"South Carolina","Edgefield",24538,24515,24639,24928,25184,25409,25180,25417,25588,25752,26963,26891,26559,26567,26651,26782,26626,26837,27132,27260
45,39,22260,22338,22415,22573,"South Carolina","Fairfield",23529,23580,23749,23654,23919,23677,23636,23298,23458,23343,23840,23572,23405,23194,23025,22874,22633,22593,22376,22347
45,41,123173,124357,124682,125229,"South Carolina","Florence",125819,126245,127007,128014,128968,129809,131102,132276,133368,134208,137140,137632,137985,138178,138779,138715,138595,138495,138277,138293
45,43,51553,52401,53695,54934,"South Carolina","Georgetown",56041,56788,57686,58378,59176,59525,59841,60354,60753,60703,60327,60173,60232,60476,60825,61456,61565,61826,62232,62680
45,45,344560,349291,353986,358936,"South Carolina","Greenville",381124,386393,391087,395325,400858,407533,418555,431215,442635,451428,452697,458916,466062,473014,481485,490900,499122,506831,514621,523542
45,47,63067,63218,63594,63717,"South Carolina","Greenwood",66293,66594,67055,67368,67370,67756,68205,68438,69087,69671,69766,69848,69958,69823,69670,69962,70188,70496,70597,70811
45,49,19025,19093,19147,19108,"South Carolina","Hampton",21357,21240,21134,21173,20950,20982,20906,21089,20996,21014,21073,20796,20737,20386,20427,19963,19789,19498,19348,19222
45,5,11714,11525,11406,11325,"South Carolina","Allendale",11200,10964,11003,10917,10814,10733,10544,10418,10407,10195,10354,10236,9982,9825,9701,9430,9067,9012,8924,8688
45,51,163784,169386,174555,178550,"South Carolina","Horry",198132,201918,206280,211086,218220,228708,240735,250904,258790,263868,270274,275465,281286,288783,297760,308987,321033,332655,344105,354081
45,53,16671,16986,17055,17232,"South Carolina","Jasper",20707,20884,20873,20920,21034,21308,21762,22211,22746,23221,24948,25298,25730,26330,26685,27460,28085,28522,29147,30073
45,55,47139,47833,48613,49291,"South Carolina","Kershaw",52836,53346,53470,54220,54891,55834,57239,58456,59309,60042,61710,62130,62293,62592,63183,63661,64333,65213,65802,66551
45,57,56895,57767,58873,59577,"South Carolina","Lancaster",61395,63100,64857,66502,68167,69763,71723,73498,75872,77767,76971,77850,79315,80649,83429,86261,89823,92411,95035,98012
45,59,61474,62378,63155,63360,"South Carolina","Laurens",69690,69983,69724,69620,69246,69392,69486,69626,69938,70045,66505,66446,66214,66149,66464,66421,66603,66822,66890,67493
45,61,20001,20216,20302,20315,"South Carolina","Lee",20136,20053,20102,20147,20333,20286,20240,20119,20005,19722,19222,18887,18632,18381,18337,17809,17506,17388,17294,16828
45,63,195366,200468,205044,208972,"South Carolina","Lexington",216832,219820,222218,225953,229522,233406,239011,243973,249744,255607,263357,266362,269787,273248,277423,281675,286277,290338,294350,298750
45,65,9465,9534,9533,9606,"South Carolina","McCormick",9985,10115,10133,10157,9952,9999,10085,10076,10137,10140,10209,10013,9921,9873,9805,9656,9572,9554,9408,9463
45,67,34722,34838,34546,34475,"South Carolina","Marion",35473,35164,34860,34773,34690,34466,34153,34062,33967,33468,32956,32780,32408,32082,31952,31770,31760,31295,31056,30657
45,69,29875,29689,29593,29492,"South Carolina","Marlboro",28797,28547,28470,28276,28087,27578,28899,28911,28685,28783,28917,28585,28259,28060,28037,27585,26979,26691,26392,26118
45,7,156357,158613,160711,162793,"South Carolina","Anderson",166319,168716,169920,171196,172666,174332,177244,180155,182937,184901,187086,188160,188820,190005,191793,193700,195582,198186,200292,202558
45,71,34159,34240,34433,34385,"South Carolina","Newberry",36030,36271,36592,36685,36908,37114,37607,38104,38371,38763,37609,37502,37531,37461,37660,37772,37934,38381,38443,38440
45,73,62532,63388,64138,65081,"South Carolina","Oconee",66415,66929,67713,68146,68613,69292,69947,70687,71093,71514,74348,74252,74551,74937,75219,75863,76535,77388,78307,79546
45,75,87322,87596,87710,87519,"South Carolina","Orangeburg",91486,91261,91138,90948,90568,90764,89844,90615,90601,90112,92321,91697,91461,90673,90049,89159,88419,87671,87013,86175
45,77,103329,104865,107042,108126,"South Carolina","Pickens",111086,111511,111596,112310,113062,113729,114948,116113,117525,118144,119337,119698,119807,119249,120543,121500,123020,123518,125225,126884
45,79,300241,301629,304891,307279,"South Carolina","Richland",321577,326471,329835,335370,343136,345398,351707,360159,366432,372023,385735,389233,393029,396757,400335,406008,409014,411800,414202,415759
45,81,16901,16931,17036,16983,"South Carolina","Saluda",19183,19120,19043,18891,18649,18801,18910,18958,18973,19094,19907,19803,19866,20062,20071,20159,20187,20299,20397,20473
45,83,242809,245081,247206,249636,"South Carolina","Spartanburg",254418,256794,259155,261085,263028,265919,270735,276725,282520,286822,284731,286102,288176,290414,292981,296558,300867,306740,314137,319785
45,85,111055,111414,112325,112412,"South Carolina","Sumter",104655,104233,104901,104891,105245,104885,104291,104223,104313,104495,107607,107308,107800,107747,107663,107151,107075,106431,106409,106721
45,87,30577,30575,30523,30356,"South Carolina","Union",29880,29543,29252,28881,28460,28235,28055,27706,27644,27362,28930,28670,28206,28004,27923,27743,27666,27400,27324,27316
45,89,37229,37124,36980,36840,"South Carolina","Williamsburg",37134,36652,36127,35281,35244,34741,35233,35270,34909,34445,34347,34109,33561,33074,32733,32519,31912,31216,30606,30368
45,9,16694,16575,16446,16289,"South Carolina","Bamberg",16609,16408,16266,15955,15814,15734,15604,15394,15185,15005,15956,15818,15690,15396,15153,14682,14478,14384,14272,14066
45,91,146404,150394,154269,158180,"South Carolina","York",165723,169534,173729,178008,182992,189505,199590,210624,220032,227003,226865,230074,234059,238605,244481,250566,257866,266165,273782,280979
47,1,71478,71369,70893,71004,"Tennessee","Anderson",71229,71323,71354,71382,71338,71747,72810,73322,74182,74849,75098,75209,75225,75299,75157,75456,75528,76056,76287,76978
47,101,10536,10799,10881,11127,"Tennessee","Lewis",11373,11393,11393,11398,11372,11333,11436,11528,11510,11521,12173,12146,11942,11994,11886,11875,11891,12025,12074,12268
47,103,28781,29304,29678,29773,"Tennessee","Lincoln",31396,31564,31616,31746,31765,32121,32434,32733,33156,33374,33382,33387,33379,33499,33443,33609,33564,33892,34189,34366
47,105,37234,38217,39023,39892,"Tennessee","Loudon",39214,39965,40741,41406,42139,43228,44363,45346,46216,46725,48710,49188,49823,50386,50586,50916,51373,52260,53082,54068
47,107,45445,45970,46210,46395,"Tennessee","McMinn",49171,49786,50052,50278,50498,51092,51753,52115,52574,52739,52176,52335,52441,52431,52675,52502,52700,52931,53336,53794
47,109,23617,23662,23987,24312,"Tennessee","McNairy",24697,24587,24581,24726,24834,25038,25318,25398,25630,25796,26066,26077,26142,26035,26032,25864,25832,26001,25830,25694
47,11,79938,82256,83370,84126,"Tennessee","Bradley",88203,88859,89557,90089,91162,92264,93804,95497,96644,97710,99083,99798,101049,101778,102771,103774,104390,105421,107050,108110
47,111,17391,17821,18066,18542,"Tennessee","Macon",20444,20811,20771,20897,21131,21236,21544,21695,22007,22057,22237,22455,22488,22637,22919,23076,23340,23905,24289,24602
47,113,84135,84778,85825,86752,"Tennessee","Madison",92013,92972,93483,93710,94208,94893,96182,96616,96724,97317,98249,98084,98505,98730,98134,97569,97478,97491,97603,97984
47,115,26224,26496,26677,26907,"Tennessee","Marion",27766,27822,27806,27930,27737,27699,27934,28019,28078,28068,28220,28099,28226,28326,28405,28397,28383,28406,28598,28907
47,117,25139,25663,26261,26423,"Tennessee","Marshall",26880,27132,27291,27427,27776,28093,28716,29382,30015,30279,30687,30848,30971,31140,31287,31590,32035,33020,33806,34375
47,119,66662,68243,69590,70440,"Tennessee","Maury",69694,70161,71265,72754,74235,75639,77860,80420,82727,84302,81172,81528,82054,83618,85384,87425,89556,92237,94273,96387
47,121,9283,9696,9969,10134,"Tennessee","Meigs",11122,11227,11249,11243,11381,11426,11565,11704,11931,12108,11792,11687,11668,11659,11703,11804,11953,12042,12297,12422
47,123,33246,33950,34846,35576,"Tennessee","Monroe",39174,39567,40234,40873,41871,42877,43820,44815,45670,45830,44610,44903,45095,45228,45391,45625,45848,46035,46269,46545
47,125,120991,124358,127156,129411,"Tennessee","Montgomery",135225,135712,136811,138915,141464,147789,148333,154860,155495,160978,173159,176504,184782,184252,189005,192398,194424,199771,205312,208993
47,127,5181,5184,5155,5140,"Tennessee","Moore",5765,5789,5911,5857,5923,5982,5985,6043,6114,6096,6330,6367,6289,6274,6285,6261,6293,6391,6457,6488
47,129,18442,18462,18675,18689,"Tennessee","Morgan",19775,19964,19994,20063,20020,19275,19306,19585,19568,18738,22019,21998,21892,21673,21699,21494,21741,21555,21534,21403
47,13,37180,37849,38163,38466,"Tennessee","Campbell",39861,39805,39839,39960,40387,40412,40505,40562,40781,40970,40735,40688,40532,40247,39893,39772,39784,39791,39795,39842
47,131,32037,32053,32165,32240,"Tennessee","Obion",32487,32300,32229,32155,32090,31860,31618,31575,31565,31431,31822,31675,31310,31017,30828,30561,30547,30375,30274,30069
47,133,18633,19154,19519,19654,"Tennessee","Overton",20171,20181,20210,20060,20358,20440,20718,20943,20921,21060,22092,22165,22164,21969,21951,22067,21964,21998,22068,22241
47,135,7203,7452,7529,7560,"Tennessee","Perry",7637,7497,7543,7620,7594,7587,7607,7678,7774,7826,7940,7865,7852,7880,7819,7852,7880,7954,8050,8076
47,137,4614,4628,4648,4711,"Tennessee","Pickett",4930,4961,5019,4916,4836,4811,4803,4791,4828,4783,5082,5124,5048,5013,5078,5139,5091,5062,5053,5048
47,139,14344,14688,14931,15094,"Tennessee","Polk",16104,16218,16007,15967,15777,15749,15780,15726,15770,15648,16813,16771,16624,16632,16684,16769,16794,16759,16918,16832
47,141,57410,58361,59050,59735,"Tennessee","Putnam",62505,63227,64205,65036,66037,67124,68834,69933,71369,72431,72549,73065,73529,74095,74930,75074,75985,77299,78631,80245
47,143,27208,27661,27825,28116,"Tennessee","Rhea",28435,28578,28829,29178,29358,29764,30249,30565,31069,31516,31858,32082,32367,32529,32623,32373,32474,32671,32911,33167
47,145,49616,49876,49945,50008,"Tennessee","Roane",51939,52044,52094,52404,52624,52556,53084,53309,53473,53508,54169,53988,53615,53161,52852,52770,52944,53020,53258,53382
47,147,49621,51527,53192,54861,"Tennessee","Robertson",54829,55962,56954,57874,58871,60019,61928,63652,65424,66581,66322,66775,66798,67412,68046,68687,69393,70328,71179,71813
47,149,154103,159778,166086,171401,"Tennessee","Rutherford",183577,189690,196074,202672,210774,219976,231510,242005,250366,257048,263708,269160,274397,281148,288848,298197,307415,316531,324647,332285
47,15,11725,12007,12146,12248,"Tennessee","Cannon",12906,12987,12961,13009,13103,13136,13266,13430,13834,13860,13797,13724,13789,13700,13572,13740,13876,14157,14440,14678
47,151,19573,19838,20075,20239,"Tennessee","Scott",21171,21450,21532,21460,21546,21681,21820,21948,21944,21866,22227,22105,22175,22062,21990,21893,21890,21964,22028,22068
47,153,9943,10123,10473,10846,"Tennessee","Sequatchie",11428,11540,11772,12044,12362,12710,13125,13464,13672,13915,14128,14274,14350,14537,14634,14641,14754,14767,14891,15026
